channel_id,name,niche,subscribers,view_count,video_count,engagement_rate_pct,avg_recent_views,avg_likes,avg_comments,view_to_sub_ratio_pct,videos_sampled,profile_url,custom_url,country,geography_label,published_at,maturity_label,subscriber_label,score_engagement,score_geography,score_niche_fit,score_maturity,score_subscriber,total_score,niche_keyword_hits,status,filter_reason,description,channel_keywords,uploads_playlist_id,thumbnail_url,query_used,fetched_at,classified_at
UCNn-WbjCj4hJ7mAxQSo7Ptg,Personal Finance Opinions,Finance,22400,1659120,608,8.28,1174,81,6,5.24,8,https://www.youtube.com/channel/UCNn-WbjCj4hJ7mAxQSo7Ptg,@personalfinanceopinions,PK,Nearby market (PK),2022-03-12T12:05:05.20612Z,4y 5m old,Core micro band (10k-80k),40.0,10.0,20.0,10.0,10.0,90.0,5,PASS,"Engagement 8.28%, score 90.0/100, 5 niche keyword hits","Personal Finance Opinions aims to educate, guide and help Pakistani community to invest in different investment options in Pakistan and to contribute to the development of the economy of Pakistan.

Personal Finance Opinion is Urdu Channel and covers videos about Stock Market Investment, Government Bonds & Certificate based investments as well as other investment opportunities in Pakistan.

This channel also talks about how to manage Personal Finances more efficiently, how to save and invest in a smarter manner and how to grow your money with investments in short, medium and long term options.

For any sponsorships, collaborations, feedback, you can reach at personal.finance.opinions@gmail.com 
","""personal finance"" ""pakistan stock market"" ""personal finance opinions"" psx kse ""pakistan stock exchange"" investment",UUNn-WbjCj4hJ7mAxQSo7Ptg,https://yt3.ggpht.com/lpcHrWoeQEhnm-nHlcR1mBi0Gbv1iX8j4kLAbZMXjN-mc1o3xWi3auY-iAu8u83xmpxeYmTz=s800-c-k-c0x00ffffff-no-rj,Finance india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.633779+00:00
UC-B4PgjW06Usp2TA5kpMGYw,Tech Help India,Technology,14300,6564599,327,3.64,5138,351,9,35.93,8,https://www.youtube.com/channel/UC-B4PgjW06Usp2TA5kpMGYw,@techhelpindiaofficial,IN,India (IN) — target market,2020-05-01T21:38:06.103259Z,6y 3m old,Core micro band (10k-80k),29.12,20.0,20.0,10.0,10.0,89.12,6,PASS,"Engagement 3.64%, score 89.1/100, 6 niche keyword hits","Hello Viewers,
If you are someone you watch tech videos more and wants to be updated. Then you can consider subscribing my channel so that you will get unboxing and review of mobile, gadgets, e.t.c. on this channel.
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
Instagram Link: https://www.instagram.com/techhelpindia

For Collaboration: techhelpforever@gmail.com
","mobile ""tech help india"" ""bluetooth speaker under 500"" ""best speaker under 500"" ""laptop to buy"" ""windows 10 activator"" smartphone ""mobile review"" ""smartphone review"" ""smartwatch review"" ""earbuds review"" ""best smartwatch under 2000"" ""best smartwatch under 3000"" ""best earbuds review"" ""best budget earbuds"" ""best budget smartwatch"" ""smartphone review after 30 days"" ""smartphone review"" ""oppo smartphone review"" ""tech reviews"" ""honest tech review"" ""best smartphone under 30000"" ""smartwatch review""",UU-B4PgjW06Usp2TA5kpMGYw,https://yt3.ggpht.com/amgbaC01Dj6d-1QHKoo6Yfx0ggM0Eqqa_PzRP00Nbb3esDsYwzVhx8uQgtLWX6-67I53fLTL=s800-c-k-c0x00ffffff-no-rj,Technology india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.633779+00:00
UCtN8BercLaQcOqVylkmopFA,Great Indian Gamiing,Gaming,21000,5336752,173,4.45,14040,419,45,66.86,8,https://www.youtube.com/channel/UCtN8BercLaQcOqVylkmopFA,@greatindiangamiing,IN,India (IN) — target market,2025-05-31T07:08:51.367894Z,1y 2m old,Core micro band (10k-80k),35.6,20.0,13.33,10.0,10.0,88.93,3,PASS,"Engagement 4.45%, score 88.9/100, 3 niche keyword hits","Hi, i am glad your are here to know more about me. I publish Gaming videos of various games that you love to watch with me, Let me know in comment section of any video that which game you want me to play next. Have a nice day!","Gaming ""hindi gaming channel"" ""best hindi gaming channel"" ""great indian gaming"" ""best gaming channel"" ""commentry gaming channel""",UUtN8BercLaQcOqVylkmopFA,https://yt3.ggpht.com/mJJzpqDRPKI6YXKZq8EHW0x1Asxk9BGDz38_NaA2RvDpQIQ1b14yuiVsWWdYW_K_1ACHx_pVYA=s800-c-k-c0x00ffffff-no-rj,Gaming india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.633779+00:00
UChsi4-eJdF2bmjFa9S8pHeA,MONSTER GAMING HINDI,Gaming,54500,6725803,1031,6.95,277,7,0,0.51,8,https://www.youtube.com/channel/UChsi4-eJdF2bmjFa9S8pHeA,@monstergaminghindi,IN,India (IN) — target market,2022-06-25T05:47:24.855767Z,4y 2m old,Core micro band (10k-80k),40.0,20.0,8.89,10.0,10.0,88.89,2,PASS,"Engagement 6.95%, score 88.9/100, 2 niche keyword hits",For Bussiness Enquiries : dholugamer@gmail.com,,UUhsi4-eJdF2bmjFa9S8pHeA,https://yt3.ggpht.com/vFMic9n2KqDbZre04qoJvmUwI87kkgqcWMiDEW-Zdnw7IdyFBF1AIlCmT7UALh4PMRHU0S--=s800-c-k-c0x00ffffff-no-rj,Gaming india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.632425+00:00
UC2wsWdbAf1MttEt2BLIRGcg,Future Tech India,Technology,6200,2165546,245,4.19,1791,63,4,28.9,8,https://www.youtube.com/channel/UC2wsWdbAf1MttEt2BLIRGcg,@future_tech-india-y1r,IN,India (IN) — target market,2023-08-19T07:45:36.277561Z,3y 0m old,Nano band (< 10k),33.52,20.0,20.0,10.0,5.0,88.52,6,PASS,"Engagement 4.19%, score 88.5/100, 6 niche keyword hits","🚀 Welcome to Future Tech India 🇮🇳
Yahan aapko milenge latest Tech Videos, Mobile Unboxing, Gadgets Review, Tips & Tricks, Apps & Software Updates, aur Technology se judi har important jankari simple Hindi me।
📱 New Videos Regularly
🎁 Giveaways & Tech Updates
🔥 Honest Reviews & Useful Tech Content
Agar aapko technology pasand hai to channel ko Subscribe karke bell icon zarur press karein 🔔

+917544099015
 हमारा ईमेल :- rsrksingh45@gmail.com है।
       
                               🇮🇳जय हिंद🇮🇳","""future tech india"" future tech video ""tech channel"" speaker mobile dj setup ""future tech india"" ""Future Tech India"" flowbeats dj sound tech mobile audio science review unboxing teardown ""phone review"" ""FUTURE TECH INDIA"" ""future tech india""",UU2wsWdbAf1MttEt2BLIRGcg,https://yt3.ggpht.com/638TNliD3s0ZPUWi89EtKujq6AKl4qUfDRZgY7hAAqZbSrQnKN94d8y_S3aC7kzj5vhoUHQVOg=s800-c-k-c0x00ffffff-no-rj,Technology india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.635888+00:00
UCXIVLR_H9r7mFwUZ4ppr_Ww,Duker Gaming,Gaming,86000,17406626,453,6.09,37682,2280,79,43.82,8,https://www.youtube.com/channel/UCXIVLR_H9r7mFwUZ4ppr_Ww,@ffcoach_duker,IN,India (IN) — target market,2016-09-24T13:45:01Z,9y 11m old,Upper micro band (> 80k),40.0,20.0,13.33,10.0,5.0,88.33,3,PASS,"Engagement 6.09%, score 88.3/100, 3 niche keyword hits","🎮 Free Fire Esports Coach | International Coach ✈️
🇮🇳 India’s First Free Fire Coach
🌍 Coached teams across India, Indonesia & Bangladesh.
🏆 The Only Indian Coach at the Esports World Cup (EWC) & FFWS GC 2025.
📊 Breaking down tournaments, strategies & meta shifts.
🇮🇳 Ex Coach Of Team Elite & Chemin Esports.
📈 Helping players Go from Underdogs to Pro.

✅️AS PLAYER CAREER
●ASIA INVITATIONAL 2019 #5
●FFIC 2021 SPRING
●BOOYAH OPENS 2021
●FF CITY OPENS 2021
●QUALCOMM SNAPDRAGON S1 2022
●EURAT INDIA 2022 🏆
●TEC CHALLENGER SERIES 2025
●FFMIC 2025

✅️COACHING CAREER
●ESPORTS WORLD CUP 2026 🇫🇷
●ESPORTS WORLD CUP 2025 🇸🇦
●FFWS GLOBAL FINALS 2025 🇮🇩
●RAMADAN CUP 2026 🥉
●LIDOMA SOUTH ASIA 25 🏆
●FFWS BD 2025 🏆
●FFWS BD 2026 🥈
●FFBC 2025 🏆
●FFBPL S1 2026 🏆
●ESPZ PREMIER SERIES 2022 🏆
●SKYESPORTS PRO LEAGUE 2025 #3
",,UUXIVLR_H9r7mFwUZ4ppr_Ww,https://yt3.ggpht.com/qYfqZmxiRFh8XGhJ9Wy7yHFjaFjauITTxSJYggMA21otmd_Sp8HIPXD5PQd9ZlRzb1ARIjTW4w=s800-c-k-c0x00ffffff-no-rj,Gaming india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.626040+00:00
UC_KTuHL_GlE8U49sFRt6Lug,firoz techtips,Technology,9910,909589,99,5.68,12724,320,163,128.4,8,https://www.youtube.com/channel/UC_KTuHL_GlE8U49sFRt6Lug,@firoztechtips,IN,India (IN) — target market,2023-12-08T11:38:34.599505Z,2y 8m old,Nano band (< 10k),40.0,20.0,13.33,10.0,5.0,88.33,3,PASS,"Engagement 5.68%, score 88.3/100, 3 niche keyword hits","Welcome to Firoz Techtips, your ultimate destination for all things technology and online earning! In this video, we bring you the latest and most useful tech tips and tricks that will enhance your digital experience. Whether you're a tech enthusiast or someone looking to earn online, our channel has got you covered. Join our community and hit that subscribe button for regular updates on the best tech advice and insights. Get ready to level up your tech skills and explore the exciting world of online earnings!","firoztechtips ""firoz tech tips"" techtipsfiroz firoztech ""work from home jobs 2026"" ""online earning websites"" ""best earning app 2026"" ""ghar baithe paise kaise kamaye"" ""part time jobs for students"" ""latest govt job notification 2026"" ""sarkari naukri update"" ""typing jobs from home"" ""without investment earning app"" ""real online jobs"" ""mobile se paise kaise kamaye"" ""new vacancy 2026"" ""ai earning methods"" ""how to earn money online hindi"" ""genuine work from home"" ""10th 12th pass govt jobs""",UU_KTuHL_GlE8U49sFRt6Lug,https://yt3.ggpht.com/qT4owZriC4nwhwfimM0CWnINoD_1Pfwo78vJo17AKW0Lh-8u3hYJl7VimPNsTFbkTX9b5pL0zQ=s800-c-k-c0x00ffffff-no-rj,Technology india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.635888+00:00
UCBAdIUY4r-BWKjH4_agihUg,Simran Skincare,Beauty,7620,5691089,585,4.15,1915,0,6,25.13,8,https://www.youtube.com/channel/UCBAdIUY4r-BWKjH4_agihUg,@simranskincare,IN,India (IN) — target market,2023-04-23T19:40:54.400378Z,3y 4m old,Nano band (< 10k),33.2,20.0,20.0,10.0,5.0,88.2,7,PASS,"Engagement 4.15%, score 88.2/100, 7 niche keyword hits","Hey! I am Simran from Delhi , India. In this channel, you will find everything beauty, fashion & lifestyle related 🧿✨.


","skincare ""skincare tips"" ""products review"" ""review video"" ""beauty tips"" beauty ""makeup tutorials"" ""skincare routine"" ""acne prone skincare routine"" ""Makeup product reviews"" ""Skincare product reviews"" ""home remedies"" ""diy skincare"" ""glowing skin"" ""pimple free skincare"" ""Simran Skincare"" ""Simran Skincare Shorts"" ""Korean Glass Skincare"" ""Korean Product Review"" ""Viral Skincare Products"" ""skin brightening"" ""skin whitening"" ""oily acne prone skincare"" ""acne prone skincare"" ""nigh time skincare routine""",UUBAdIUY4r-BWKjH4_agihUg,https://yt3.ggpht.com/vaWtDnhTclIZZS3I9OfYzIcXluW6iT4reXPkURwRX-ALYi27cGwySYaONGthKqgyjM4gkC1MNDk=s800-c-k-c0x00ffffff-no-rj,Beauty india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.635888+00:00
UC01CwHY8WguziPRocqxzDOw,imtiaz Fitness Official ,Fitness,15000,272348,75,7.03,1125,59,6,7.5,8,https://www.youtube.com/channel/UC01CwHY8WguziPRocqxzDOw,@imtiaz_fitnessofficial,,Undisclosed (partial credit),2025-06-19T10:44:38.91576Z,1y 2m old,Core micro band (10k-80k),40.0,8.0,20.0,10.0,10.0,88.0,6,PASS,"Engagement 7.03%, score 88.0/100, 6 niche keyword hits","Hello my name is imtiaz i'm a professional fitness trainer
with 15 years of  experience in the fitness industry.
 welcome to my youtube channel.
My purpose of my youtube channel is to educate 
every single person about fitness and a healthy 
lifestyle, also how to lose weight,and body fat and gain healthy 
weight and build muscle.
in my videos i will explain every single thing 
related to fitness and related to human body 
health. 
i hope you enjoy my videos and i hope you
will **get the best knowledge from my videos 
lets try to make a healthy community

Thanks everyone for following","""imtiaz fitness official channel"" ""imtiaz fitness"" imtiaz_fitness imtiaz imtiazfitness gurunman fitness ""Rohit Khatri"" ""Sahil Khan"" ""Jeet Selal"" ""Guru Mann"" ""Yasmin Karachiwala"" gym fitness bodybuilders bodybuilding ""diet plan"" ""nutrition plan"" ""workout plan"" workout motivation ""patla hony k leya diet"" ""weight loss ki diet"" ""weight gain ki diet"" ""biceps workout"" biceps triceps ""triceps workout"" vlog gym ""gym videos"" ""motivation videos"" calories ""charbi khatam krny ki khorak"" ""Home workout""",UU01CwHY8WguziPRocqxzDOw,https://yt3.ggpht.com/cikd1lyqVdwb8Kz9SjZbJaBKa4MU0kctEP7Sur8xI__qp3H4wmoelwbc0Z0S8gYuPiV_Fqoru_w=s800-c-k-c0x00ffffff-no-rj,Fitness india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.633779+00:00
UC-gTA6TPbC836jExoJt4v3A,Hindi Gaming Ghost ,Gaming,63900,8470446,159,3.46,49025,925,8,76.72,8,https://www.youtube.com/channel/UC-gTA6TPbC836jExoJt4v3A,@hindigamingghost,IN,India (IN) — target market,2024-05-04T10:37:16.503485Z,2y 3m old,Core micro band (10k-80k),27.68,20.0,20.0,10.0,10.0,87.68,5,PASS,"Engagement 3.46%, score 87.7/100, 5 niche keyword hits","Welcome to our Gaming World 🎮🔥
Yahaan aapko milega sabse pehle aur sabse dhamakedar content on Grand Theft Auto VI Hindi gameplay, updates, leaks, missions aur full story mode walkthrough.
Is channel par hum laayenge:
✔ GTA 6 Hindi Gameplay
✔ Vice City Open World Exploration
✔ Romantic & Emotional Story Gameplay
✔ New Missions & Updates
✔ Mobile Gaming Trending Games
✔ High Graphics Gameplay Videos
✔ Shorts + Live Streams
Agar aapko action, adventure, open world aur trending games pasand hain to ye channel aapke liye perfect hai 💥
Yahaan milega:
🎮 GTA 6 Hindi Commentary
📱 Mobile Gaming Content
🔥 Trending Games Updates
🚀 Daily Gaming Videos
To abhi channel ko SUBSCRIBE karo aur bell icon daba do taaki koi bhi GTA 6 ya trending gaming video miss na ho ❤️","""gta 6 hindi gta 6 gameplay gta 6 trailer gta 6 release date gta 6 update""",UU-gTA6TPbC836jExoJt4v3A,https://yt3.ggpht.com/2ivGYMRYKaQAK4_e_O9sMwSwj6FbBwnABf7W0eDS_v44VODuT384ZkdcoQ9-kfrGjX39cKxL4Q=s800-c-k-c0x00ffffff-no-rj,Gaming india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.626040+00:00
UCt0t6IyAxXVvmXN1FRVu7CA,IGN India,Gaming,52700,24368439,1703,3.7,1027,32,2,1.95,8,https://www.youtube.com/channel/UCt0t6IyAxXVvmXN1FRVu7CA,@ignindia,IN,India (IN) — target market,2016-02-01T11:32:20Z,10y 6m old,Core micro band (10k-80k),29.6,20.0,17.78,10.0,10.0,87.38,4,PASS,"Engagement 3.70%, score 87.4/100, 4 niche keyword hits","A Fork Media Group Co.

About IGN India 

Welcome to IGN India's YouTube channel - your ultimate hub for gaming, movies, TV shows, comics, and everything in between. Our team of expert writers and creators bring you the latest news, reviews, and previews on the hottest video games, upcoming movies, and TV shows, along with in-depth analysis of the latest tech gadgets and gear.

 With exclusive interviews, deep dives into your favourite franchises, and coverage of the biggest events in entertainment and gaming, our content is tailored to cater to the needs of hardcore gamers, pop culture enthusiasts, and anyone looking for something to watch or read. 

Join our community of like-minded enthusiasts by subscribing to our channel, and let's explore the world of gaming and entertainment together. Whether you're a console gamer, PC enthusiast, or simply looking for the latest news and reviews, IGN India is the go-to channel for you.

","""Indian gaming"" ""indian video game"" ""games made in india"" ""mobile games"" ""ign india"" ""game review hindi"" ""hindi video game"" ""indian esports"" ""indian gaming community"" ""gaming news hindi"" ""game development india"" ps5 gta xbox playstation ""pc gaming"" ign IGN ""IGN Reviews""",UUt0t6IyAxXVvmXN1FRVu7CA,https://yt3.ggpht.com/TqYC2TVKo2ATeMp2WbEdqbJQnE8fiB7qIRP6O8v7bL7G_C8wzIIfWOFCdiNtCzrsASD7fMKi=s800-c-k-c0x00ffffff-no-rj,Gaming india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.632425+00:00
UCNXK9AGHNSg_lIJEnLhLceg,O3+ Professional Skincare ,Beauty,34300,19801644,279,3.24,164,2,0,0.48,8,https://www.youtube.com/channel/UCNXK9AGHNSg_lIJEnLhLceg,@o3plusworld,IN,India (IN) — target market,2015-12-21T07:55:20Z,10y 8m old,Core micro band (10k-80k),25.92,20.0,20.0,10.0,10.0,85.92,5,PASS,"Engagement 3.24%, score 85.9/100, 5 niche keyword hits","Discover the Power of Professional Skincare with O3+ ✨

O3+ has been redefining skincare since 1967, proudly standing as India’s No.1 professional skincare brand trusted by experts nationwide.

From advanced salon treatments to everyday skincare essentials, O3+ brings you the perfect blend of professional-grade care and daily nourishment—so your skin gets exactly what it needs, when it needs it.

Highly recommended by dermatologists, skin specialists, and leading beauty salons, O3+ is designed to deliver visible results with clinically trusted formulations.

Whether you're looking for instant glow, targeted solutions, or a complete skincare routine, O3+ ensures salon-like results at home.

✨ Professional care. Everyday confidence.
✨ Trusted by experts. Loved by millions.

#O3Plus #ProfessionalSkincare #SkincareThatWorks #DermatologistRecommended #GlowWithO3Plus
",#Skincare #Dtan #VitaminC #BridalFacial #Bride #Glow #Facial #Homefacial #O3PlusFacial #O3+ #O3+facial,UUNXK9AGHNSg_lIJEnLhLceg,https://yt3.ggpht.com/IDLJVs6els0K-LY2K7jItgAtmUVXx1-dJBHWkXbNwylfb-_CiIXNgv4sXTKb1AOrA-8ng1rYlw=s800-c-k-c0x00ffffff-no-rj,Beauty india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.632425+00:00
UCalb6g67dB9uvbuiT6bTXFw,Makeup By Jawaria,Beauty,64300,15301405,381,4.46,587,25,0,0.91,8,https://www.youtube.com/channel/UCalb6g67dB9uvbuiT6bTXFw,@makeupbyjawaria,PK,Nearby market (PK),2022-09-04T11:03:58.523136Z,3y 11m old,Core micro band (10k-80k),35.68,10.0,20.0,10.0,10.0,85.68,7,PASS,"Engagement 4.46%, score 85.7/100, 7 niche keyword hits","Follow me on 
👉 Instagram : https://www.instagram.com/makeupbyjawaria/

👉 Facebook : https://facebook.com/makeupbyjawaria/

Asalam o Alikum I am Jawaria International Makeup Artist.
My channel is about makeup, DIY, remedies, and product reviews.
in this channel, you will find  DIY Do-It-Yourself , Beauty, Hair Care.
I Hope you will like my channel and support it,  by subscribing to my channel, here you can find videos about : beauty, hair care, easy DIY,  Tried and tested remedies and  tips, hair masks, homemade creams ,remove wrinkles, pigmentation,  skin whitening, skin lightening, skin firming, glowing skin ,homemade masks, cleansing tips, effective remedies, lose weight tips and remedies, tips for fast hair growth.
On this channel, you will find answers to all your queries about :
❣️Professional makeup.
❣️ Makeup for beginners.
❣️Skin care routine.
❣️Beauty Remedies.
❣️Eyes makeup.
❣️Makeup Hacks and Tips.
","""makeup by jawaria"" ""eye makeup tutorial"" ""makeup tutorial"" ""in urdu"" ""in hindi"" ""makeup course in urdu"" ""step by step makeup tutorial"" ""bridal makeup"" ""asian makeup"" ""indian makeup""",UUalb6g67dB9uvbuiT6bTXFw,https://yt3.ggpht.com/S7An3mnrPlgEJJZl1Is9KJjlTWoihGtVirrnFZYVsxXXPDMycrQFq0SSM3Bi2e6vXQ-APX1P=s800-c-k-c0x00ffffff-no-rj,Beauty india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.626040+00:00
UCZADYc7K-gkwsIF2pwo3PXA,Skin Centrick | Science-Based Skincare,Beauty,11200,292510,505,8.67,58,2,0,0.52,8,https://www.youtube.com/channel/UCZADYc7K-gkwsIF2pwo3PXA,@skincentrick,US,Outside target market (US),2023-08-16T22:35:30.556586Z,3y 0m old,Core micro band (10k-80k),40.0,4.0,20.0,10.0,10.0,84.0,5,PASS,"Engagement 8.67%, score 84.0/100, 5 niche keyword hits","Skin Centrick is a science-first skincare brand helping you build smarter skincare routines with clean ingredients, ingredient education, and real results. Discover skincare tips, product guidance, routine advice, and ingredient science for glowing, healthy-looking skin. From acne-prone skin and dark spots to dry, sensitive, and dull skin, we make skincare simple, effective, and easy to understand.

Follow Skin Centrick for science-backed skincare tips, clean beauty education, and smarter routines that help you feel confident in your skin. Have a skincare question? Drop it in the comments — we love helping you understand your skin better.
","""skincare routine 2026"" ""vitamin c serum"" ""glowing skin"" ""clean skincare"" ""luxury skincare"" ""skin centrick"" ""skin centric"" ""dr chithra kannan"" ""best skincare products"" ""anti aging skincare"" ""skincare that works"" ""skincare for sensitive skin"" ""hydration serum"" ""brightening serum"" ""skincare tips"" ""clear skin fast"" ""premium skincare brand"" ""global skincare brand"" ""plant based skincare"" ""centella asiatica"" ""snail mucin benefits"" ""cica cream"" ""beauty routine"" ""skincare results""",UUZADYc7K-gkwsIF2pwo3PXA,https://yt3.ggpht.com/jWxRrAF6X8cxhWx3b74o5aqddahIsLccGCz1lispzMT6nwKbMA5hMBGxyGg6AdKfWOausWl5=s800-c-k-c0x00ffffff-no-rj,Beauty india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.635888+00:00
UCBiXLO3VBj7kBQt-OZj_ZbA,Tech Mount India,Technology,12200,115979,75,2.88,946,0,4,7.76,8,https://www.youtube.com/channel/UCBiXLO3VBj7kBQt-OZj_ZbA,@techmountindia,IN,India (IN) — target market,2022-02-22T08:12:23.954075Z,4y 6m old,Core micro band (10k-80k),23.04,20.0,20.0,10.0,10.0,83.04,8,PASS,"Engagement 2.88%, score 83.0/100, 8 niche keyword hits","Welcome to Tech Mount India – your ultimate destination for the latest tech news, honest gadget reviews, unboxings, smartphone comparisons, and future tech insights. We cover everything from budget devices to premium tech, AI tools, laptops, smartwatches, apps, and tech tips in Hindi and English. Subscribe for weekly videos on trending technology, buying guides, and practical tech tutorials made for Indian audiences.

Join our growing community of tech lovers, creators, and innovators as we explore the digital world together! Don’t forget to subscribe and hit the 🔔 notification bell to stay updated with our latest videos!

💬 Have questions or video suggestions? Drop them in the comments! 🚀

🔗 For collaboration and business inquiries, mail me at 
techinnovationhindi@gmail.com

","""Tech Mount India"" ""Latest tech news India"" ""Tech reviews in Hindi"" ""Smartphone unboxing"" ""Budget tech gadgets India"" ""Gadget reviews India"" ""Mobile phone reviews"" ""Tech tutorials"" ""Tech tips for beginners"" ""Laptop reviews India"" ""Smartwatch reviews"" ""Future technology updates"" ""Trending tech news"" ""Tech news today India"" ""Gaming phones India"" ""Top 5 gadgets"" ""gadgets under"" ""rc toys"" unboxing ""gadgets unboxing & reviews"" ""best headphones"" ""laptop unboxing"" ""gaming laptop"" ""gaming pc"" ""gta 6""",UUBiXLO3VBj7kBQt-OZj_ZbA,https://yt3.ggpht.com/Qud8YJwfvxPY_5gMsYGX5OGjO5f6oRQ5_qPlZLUu7va5199dmVDBw6oeFrzX3Kq1G9ZrQKDEEA=s800-c-k-c0x00ffffff-no-rj,Technology india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.633779+00:00
UCahUcjxnW46OznfLztN55eQ,Market in 10-Minutes ,Finance,29200,1816417,439,5.79,2101,84,3,7.2,8,https://www.youtube.com/channel/UCahUcjxnW46OznfLztN55eQ,@marketin10-minutes,IN,India (IN) — target market,2025-08-31T05:36:10.905895Z,11m old (< 1 year),Core micro band (10k-80k),40.0,20.0,8.0,5.0,10.0,83.0,2,PASS,"Engagement 5.79%, score 83.0/100, 2 niche keyword hits","✨ Market in 10-Minutes – Your Daily Market Dose!

Kya aapko din bhar ke share market updates dekhne ke liye alag-alag multiple videos dekhni padti hain? Ab chhodo woh tension!

Market in 10-Minutes mein aapko milta hai:
📌 Din bhar ke share market ki sabse badi khabrein – ek hi jagah
📌 Sirf 10 minute mein complete market wrap
📌 Rapid fire bulletin style – fast, simple aur easy to understand
📌 Stock market, indices, global cues aur trending financial news ka daily update

⏰ Hum aapko roz do baar update dete hain:
Evening Update – 9:00 PM (poore din ka market wrap)

👉 Agar aap busy schedule mein bhi market ki har important news ke saath updated rehna chahte ho, to yeh channel aapke liye perfect hai!

🔔 Abhi subscribe karo aur bano apne doston ke beech market expert in just 10 minutes!","""Share market"" ""Stock market"" ""Share market News"" ""Stock market News"" ""Nifty 50"" ""Sensex today"" ""Aaj share market me kya huaa"" ""Share bazar news in hindi"" ""Best stocks to buy"" ""Aaj share bajar mein kya hua"" ""Aaj stock market ki badi khabren""",UUahUcjxnW46OznfLztN55eQ,https://yt3.ggpht.com/sUK2jr_AKvzZRDoxVdiuuvxYiJbnh2RYnjKCiOBjN2OwITcofBrQxO1RqYS41eBrQRTCGxA52g=s800-c-k-c0x00ffffff-no-rj,Finance india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.632425+00:00
UC4a-BZnKravTtNK02tNKT6Q,Jabalpur Share Bazar,Finance,54800,4226597,260,4.75,6537,299,23,11.93,8,https://www.youtube.com/channel/UC4a-BZnKravTtNK02tNKT6Q,@jabalpursharebazarclass,,Undisclosed (partial credit),2025-06-10T14:20:55.6218Z,1y 2m old,Core micro band (10k-80k),38.0,8.0,16.0,10.0,10.0,82.0,4,PASS,"Engagement 4.75%, score 82.0/100, 4 niche keyword hits","🎯 Welcome to Jabalpur Share Bazaar – Your Trusted Guide to Stock Market Education! 📈

Are you ready to take control of your financial future? At Jabalpur Share Bazaar, we simplify the stock market for beginners and aspiring investors. Whether you're from Jabalpur or anywhere in India, our mission is to empower you with clear, practical, and easy-to-understand knowledge about:

✅ Stock Market Basics
✅ Trading Strategies (Intraday, Swing, Long-term)
✅ Technical & Fundamental Analysis
✅ IPO Reviews & Market News
✅ Live Market Sessions & Tutorials in Hindi
✅ Investment Tips & Risk Management

We believe in education first, profits later. No false promises — just real, honest learning.

📍 Based in Jabalpur | 🇮🇳 Language: Hindi
🔔 Subscribe & join our growing community of smart investors!

👉 Learn. Trade. Grow.
#JabalpurShareBazaar #StockMarketHindi #InvestmentEducation

Let me know if you’d like a version in full Hindi or tailored for a more casual or advanced audience.
",,UU4a-BZnKravTtNK02tNKT6Q,https://yt3.ggpht.com/Wnfu7CLJDKaGfthbWK8jfPPVaaZIOJF73ip_bGZklEfHUSIQHWFGeqCK7H_3-jXsMTt64LUzJ-4=s800-c-k-c0x00ffffff-no-rj,Finance india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.632425+00:00
